ID	NEV	KIHIRDETES_ID
48934	"FEMOSTON"	1001
48935	"FEMSEVEN"	1001
48936	"FENISTIL"	1001
48938	"FENOBRAT"	1001
48939	"FENTANYL"	1001
48941	"FENTANYL SANDOZ"	1001
48942	"FENTANYL-RATIOPHARM"	1001
48943	"FERRLECIT"	1001
48944	"FERRO-FOLGAMMA"	1001
48946	"FERROGRAD"	1001
48947	"FEVARIN"	1001
48948	"FIBROLAN"	1001
48950	"FINPROS"	1001
48951	"FLECTOR"	1001
48952	"FLIXONASE"	1001
48953	"FLIXOTIDE"	1001
48955	"FLOXAL"	1001
48956	"FLOXET"	1001
48958	"FLUCINAR"	1001
48959	"FLUCOHEXAL"	1001
48960	"FLUCON"	1001
48961	"FLUCONAZOL-RATIOPHARM"	1001
48963	"FLUGALIN"	1001
48964	"FLUIMUCIL"	1001
48966	"FLUOROURACIL ""EBEWE"""	1001
48967	"FLUOROURACIL-TEVA"	1001
48969	"FLUTAM"	1001
48970	"FLUTAMID"	1001
48972	"FLUTIRIN"	1001
48973	"FLUVAL"	1001
48975	"FLUXUM"	1001
48976	"FOKUSIN"	1001
48978	"FORANE"	1001
48979	"FORCID"	1001
48981	"FORMOTEROL-LICONSA"	1001
48982	"FORSTEO"	1001
48983	"FORTEDOL"	1001
48984	"FORTIMAX"	1001
48986	"FORTUM"	1001
48987	"FOSCAVIR"	1001
48989	"FOTIL"	1001
48990	"FRAGMIN"	1001
48992	"FRAXODI"	1001
48993	"FREBINI"	1001
48995	"FRESUBIN"	1001
48997	"FROMILID"	1001
48998	"FRONTIN"	1001
49000	"FSME-IMMUN"	1001
49001	"FTORAFUR"	1001
49003	"FUGEREL"	1001
49004	"FUNGIZONE"	1001
49006	"FUROSEMID"	1001
49008	"FUROSEMID-RATIOPHARM"	1001
49010	"GADOVIST"	1001
49011	"GAMMA-VENIN"	1001
49013	"GARASONE"	1001
49014	"GASTROGRAFIN"	1001
49015	"GELOFUSINE"	1001
49017	"GENERAID"	1001
49019	"GENOTROPIN"	1001
49020	"GENTAMICIN ""SANDOZ"""	1001
49022	"GENTASON"	1001
49023	"GEROTRALIN"	1001
49025	"GILEMAL"	1001
49026	"GLEMPID"	1001
49028	"GLICERINES VÉGBÉLKÚP"	1001
49029	"GLIMEPIRID 1A PHARMA"	1001
49031	"GLIMEPIRID PLIVA"	1001
49032	"GLIMEPIRID-RATIOPHARM"	1001
49033	"GLIMEWIN"	1001
49034	"GLINDIA"	1001
49036	"GLIVEC"	1001
49037	"GLUCA GEN"	1001
49039	"GLUCOBAY"	1001
49040	"GLUCOBENE"	1001
49043	"GLUCTAM"	1001
49044	"GLUFORMIN"	1001
49045	"GLUKOZAMIN PHARMA NORD"	1001
49047	"GLURENORM"	1001
49048	"GLUTARSIN"	1001
49050	"GLYPRESSIN"	1001
49051	"GLÜKÓZ BIEFFE"	1001
49052	"GLÜKÓZ-1-FOSZFÁT FRESENIUS"	1001
49053	"GONAL-F"	1001
49054	"GOOL"	1001
49056	"GORDIUS"	1001
49058	"GRANOCYTE"	1001
49059	"GUTRON"	1001
49061	"GYNO-PEVARYL"	1001
49063	"H-B-VAX"	1001
49064	"HAEMATE"	1001
49066	"HAES-STERIL"	1001
49067	"HALIDOR"	1001
49068	"HALOPERIDOL"	1001
49070	"HAVRIX"	1001
49072	"HEMOHES"	1001
49073	"HEPA-MERZ"	1001
49074	"HEPARIBENE"	1001
49075	"HEPARIN"	1001
49076	"HEPATAMINE"	1001
49077	"HEPATECT"	1001
49078	"HEPSERA"	1001
49079	"HERCEPTIN"	1001
49080	"HERPESIN"	1001
49081	"HEVIZOS"	1001
49082	"HIPP"	1001
49083	"HISTAC"	1001
49085	"HOLOXAN"	1001
49086	"HOTEMIN"	1001
49087	"HSA"	1001
49088	"HUMA-COL-ASA"	1001
49089	"HUMA-DOXYLIN"	1001
49090	"HUMA-FOLACID"	1001
49091	"HUMA-LEVOBUNOLOL"	1001
49092	"HUMA-OXYBUTYNIN"	1001
49093	"HUMA-PROFEN"	1001
49094	"HUMA-PRONOL"	1001
49095	"HUMA-SPIROTON"	1001
49096	"HUMA-TIMOLOL"	1001
49097	"HUMA-ZOLAMIDE"	1001
49098	"HUMACAIN"	1001
49099	"HUMACARPIN"	1001
49100	"HUMAFACTOR-8"	1001
49101	"HUMAFACTOR-9"	1001
49102	"HUMAGLOBIN"	1001
49103	"HUMALAC"	1001
49104	"HUMALOG"	1001
49105	"HUMALOG MIX"	1001
49106	"HUMAN ALBUMIN"	1001
49107	"HUMAN ALBUMIN ""OCTAPHARMA"""	1001
49108	"HUMANA"	1001
49109	"HUMATROPE"	1001
49110	"HUMIRA"	1001
49111	"HUMULIN"	1001
49112	"HUNPERDAL"	1001
49113	"HYALGAN"	1001
49114	"HYCAMTIN"	1001
49115	"HYDROCODIN"	1001
49116	"HYDROCORTISON"	1001
49117	"HYGROTON"	1001
49118	"HYPERHAES"	1001
49119	"HYPERLEX"	1001
49120	"HYPOLIP"	1001
49121	"HYPOTHIAZID"	1001
49122	"HYTRIN"	1001
49123	"HYZAAR"	1001
49124	"IALUGEN"	1001
49125	"ILLUMENT"	1001
49126	"ILOMEDIN"	1001
49127	"IMIGRAN"	1001
49128	"IMMUCYST"	1001
49129	"IMMUNATE"	1001
49130	"IMMUNINE"	1001
49131	"IMPACT"	1001
49132	"IMURAN"	1001
49133	"INDOMETACINUM"	1001
49134	"INEGY"	1001
49135	"INFERGEN"	1001
49136	"INFLUVAC"	1001
49137	"INFUSAMIN"	1001
49138	"INHIBACE"	1001
49139	"INNOGEM"	1001
49140	"INSPRA"	1001
49141	"INSTILLAGEL"	1001
49142	"INSULATARD"	1001
49143	"INTAL 20"	1001
49144	"INTAXEL"	1001
49145	"INTEGRILIN"	1001
49146	"INTRAGLOBIN"	1001
49147	"INTRALIPID"	1001
49148	"INTRONA"	1001
49149	"INVANZ"	1001
49150	"INVIRASE"	1001
49151	"IOMERON"	1001
49152	"IOPAMIRO"	1001
49153	"IPATON"	1001
49154	"IRINOTECAN"	1001
49155	"IRUXOL"	1001
49156	"ISMN"	1001
49157	"ISMN-AL"	1001
49158	"ISODEX"	1001
49159	"ISOMIL"	1001
49160	"ISONICID"	1001
49161	"ISOPRINOSINE"	1001
49162	"ISOPTIN"	1001
49163	"ISOSOURCE"	1001
49164	"ISOSPAN"	1001
49165	"ISOTONIAS BIOTEST HUMAN ALBUMIN"	1001
49166	"ISOTRETINOIN HEXAL"	1001
49167	"ISOTRETINOIN RATIOPHARM"	1001
49168	"ISOTREX"	1001
49169	"ISOVIST"	1001
49170	"ITRACONAZOL SANDOZ"	1001
49172	"JEVITY"	1001
49173	"JUMEX"	1001
49174	"KABIVEN"	1001
49175	"KABIVEN PERIPHERAL"	1001
49176	"KALDYUM"	1001
49177	"KALETRA"	1001
49178	"KALIUM CHLORATUM"	1001
49179	"KALIUM DURULES"	1001
49180	"KÁLIUM-R"	1001
49181	"KALIUMCHLORID"	1001
49182	"KEFALGIN"	1001
49183	"KEMADRIN"	1001
49184	"KENALOG"	1001
49185	"KEPPRA"	1001
49186	"KETILEPT"	1001
49187	"KETOSPOR"	1001
49188	"KETOSTERIL"	1001
49189	"KIVEXA"	1001
49190	"KLABAX"	1001
49191	"KLACID"	1001
49192	"KLARIGEN"	1001
49193	"KLIMICIN"	1001
49194	"KLIMONORM"	1001
49195	"KLION"	1001
49196	"KOGENATE BAYER"	1001
49197	"KONAKION"	1001
49198	"KREON"	1001
49199	"KYBERNIN"	1001
49200	"KYTRIL"	1001
49201	"L-THYROXIN"	1001
49202	"LACTASE"	1001
49203	"LAEVOLAC-LAKTULÓZ"	1001
49204	"LAMICTAL"	1001
49205	"LAMISIL"	1001
49206	"LAMITRIN"	1001
49207	"LAMOLEP"	1001
49208	"LAMOTRIGIN-RATIOPHARM"	1001
49209	"LAMOTRIGINE HEXAL"	1001
49210	"LANSOGEN"	1001
49211	"LANSONE"	1001
49212	"LANSOPRASOL LICONSA"	1001
49213	"LANSOPTOL"	1001
49214	"LANTUS"	1001
49215	"LANZACID"	1001
49216	"LASTET"	1001
49217	"LATICORT"	1001
49218	"LAVESTRA"	1001
49219	"LECROLYN"	1001
49220	"LEFLOKIN"	1001
49221	"LEGALON"	1001
49222	"LEKOKLAR"	1001
49223	"LENDACIN"	1001
49224	"LEPONEX"	1001
49225	"LESCOL"	1001
49226	"LETROX"	1001
49227	"LEUCOVORIN"	1001
49228	"LEUCOVORIN-TEVA"	1001
49229	"LEVANT"	1001
49230	"LEVEMIR"	1001
49231	"LIDOCAIN"	1001
49232	"LIKACIN"	1001
49233	"LIMERAL"	1001
49234	"LIORESAL"	1001
49235	"LIPANOR"	1001
49236	"LIPANTHYL"	1001
49237	"LIPIDIL"	1001
49238	"LIPOFUNDIN"	1001
49239	"LIPRIMAR"	1001
49240	"LIQUIGEN"	1001
49241	"LISINOPRIL HEXAL"	1001
49242	"LISINOPRIL-RATIOPHARM"	1001
49243	"LISONORM"	1001
49244	"LISOPRESS"	1001
49245	"LITALIR"	1001
49246	"LITICARB"	1001
49247	"LIVIAL"	1001
49248	"LOCERYL"	1001
49249	"LOCHOL"	1001
49250	"LOCOID"	1001
49251	"LODOZ"	1001
49252	"LOGIMAX"	1001
49253	"LOKREN"	1001
49254	"LOMIR"	1001
49255	"LOPHLEX"	1001
49256	"LOPROFIN"	1001
49257	"LORATADIN HEXAL"	1001
49258	"LORATADIN-RATIOPHARM"	1001
49259	"LORINDEN"	1001
49260	"LOSEC"	1001
49261	"LOTENSIN"	1001
49262	"LUCETAM"	1001
49263	"LUCRIN"	1001
49264	"LUDIOMIL"	1001
49265	"LUMIGAN"	1001
49266	"LUVERIS"	1001
49267	"LYRICA"	1001
49268	"M-ESLON"	1001
49269	"MABCAMPATH"	1001
49270	"MABTHERA"	1001
49271	"MACRODEX"	1001
49272	"MADOPAR"	1001
49273	"MAGNEROT"	1001
49274	"MAGNESIUM"	1001
49275	"MAGNESIUM SULFURICUM"	1001
49276	"MAGNEVIST"	1001
49277	"MAGYTAX"	1001
